"","0","2","4","6","12","24"
"P02795",-1.04992752217738,-0.917991371044494,-0.514845931567264,0.138936055399659,1.06280932062338,1.2810194487661
"P04179",-0.66109254827229,-0.682117013671496,-0.509322551018173,-0.125158918203815,0.0226757843450592,1.95501524682071
"O14879",-0.887429877017944,-0.842826592016904,-0.568052857826535,-0.00198553061024723,0.633550224962328,1.6667446325093
"Q9BYX4",-0.787777610546751,-0.805028567352498,-0.696901741821616,-0.0821512309959846,0.72437965165577,1.64747949906108
"P00973",-0.79484353616664,-0.801501607433302,-0.71348266387266,-0.112635722097051,0.843869659560799,1.57859387000885
"P05362",-0.838284567009493,-0.714988808991317,-0.466256490278402,-0.34522962791553,0.610782141993321,1.75397735220142
"P01584",-1.14303866496419,-0.458740184241981,0.283941569880353,-0.360886910067347,-0.125806394420097,1.80453058381327
"P20591",-0.662970213331438,-0.746832135172613,-0.656915999491549,-0.258900981919407,0.530397111538139,1.79522221837687
"P09913",-0.935247749301393,-0.893740497897682,-0.570686742224921,0.253117799028354,0.510724728404422,1.63583246199122
"Q96J88-2",-0.87039256897184,-0.897873181980488,-0.696827960216435,0.150473346352209,1.51036497577982,0.804255389036735
"Q9UII4",-0.737845009710393,-0.701053756031339,-0.70236051801904,-0.231986744114877,0.63852089221731,1.73472513565834
"P17275",-2.02427561936037,0.361847515285557,0.220678580048508,0.353384532908557,0.59674556152861,0.491619429589134
"Q8IV20",-0.662806327615986,-0.739424496165158,-0.641248225240355,-0.274735387272901,0.510955507192374,1.80725892910203
"Q8WXG1",-0.897780657421882,-0.880515120187854,-0.793068433783651,0.242036125464509,1.06911478436649,1.26021330156239
"P33121",-0.769744222067705,-0.661299234214944,-0.610773409953019,-0.307929006380662,0.56591485433324,1.78383101828309
"O95786",-0.706901754483967,-0.788768988575954,-0.683429513533999,-0.0755150386931689,0.470150928793709,1.78446436649338
"P20592",-0.783994613062641,-0.771098374844338,-0.726710046489502,-0.177100573433726,0.906818760100894,1.55208484772931
"Q96RQ9-2",-0.801722123107114,-0.826822393969526,-0.528175729923899,-0.261721883248758,0.761054103146847,1.65738802710245
"P14780",-0.692878526839881,-0.298378836386615,-0.375134803322751,-0.745362709999569,0.188454992863577,1.92329988368524
"Q5EBM0",-0.738798690271543,-0.935868902128901,-0.62310543735156,-0.0264930781748636,0.668039361530467,1.6562267463964
"P32455",-0.57815461589525,-0.5670455743771,-0.550232542415186,-0.476467768132852,0.232767011251028,1.93913348956936
"P09914",-0.820209994947919,-0.801966687880265,-0.644731965038684,-0.0743309292949016,0.659640717047085,1.68159886011469
"P02778",-1.05025642997116,-1.00832093513105,-0.505339746282141,0.554706899339151,0.618134226369065,1.39107598567614
"Q13501",-1.10392093976726,-1.11504133187638,-0.286688514966597,0.35189084763277,0.99724650818896,1.1565134307885
"Q9Y6K5",-0.641386518211846,-0.612581330789376,-0.718208845589965,-0.35345926911364,0.503910276335266,1.82172568736956
"P25942",-0.660791454833063,-0.706730930353316,-0.593851977893242,-0.363364202541199,0.500180627394505,1.82455793822632
"Q9BQE5",-0.914423819730384,-0.780016701467812,-0.697000823342133,-0.0228861151265478,0.929152435022405,1.48517502464447
"P32456",-0.522780617760109,-0.694316734852324,-0.536373518317948,-0.381262507491773,0.191860050700596,1.94287332772156
"Q13325",-0.610668491982915,-0.877513204196066,-0.670145637130659,-0.0540586922798377,0.414199122260728,1.79818690332875
"O15162",-0.583671308079365,-0.734305763025669,-0.509384430187481,-0.318373603926661,0.219287143323923,1.92644796189525
"P14598",-0.55254694881573,-0.63554499601974,-0.58796797459605,-0.471692884811913,0.350449748791286,1.89730305545215
"Q13571",-0.884606745702137,-0.838480319707632,-0.365256461517278,-0.0243008539007691,0.298435093011148,1.81420928781667
"Q96PP9",-0.650039755417187,-0.630802547575818,-0.915048318874693,-0.204062486406933,0.741340490816672,1.65861261745796
"P29728-2",-0.495371151228757,-0.746015804814028,-0.662684273456264,-0.274477446284602,0.279786116756566,1.89876255902708
"Q92985-4",-1.00322266571155,-0.911237082499419,-0.64954122833025,0.25484178403471,1.22611641237315,1.08304278013336
"Q16666",-0.691324771846355,-0.663334935282958,-0.644837873781383,-0.30366203073753,0.472699031046097,1.83046058060213
"Q9UN19",-1.03449071558172,-1.07334843548852,-0.569968472519874,0.689248923893059,1.01218333801811,0.97637536167895
"P05161",-0.730021788780922,-0.776511975168169,-0.687568364211449,-0.116220453119312,0.559743506075144,1.75057907520471
"P19525",-0.611063449934287,-0.700140382861388,-0.737134886623034,-0.182934635795582,0.384103496696643,1.84716985851765
"Q96AZ6",-0.833012261582017,-0.371240416044863,-0.515650401661524,-0.626334492898659,0.557624870912634,1.78861270127443
"Q9H930",-0.888087220983478,-1.11400514919385,-0.586691742968429,0.359236553452614,1.19091296957415,1.038634590119
"P13501",-0.615016885185939,-0.482534245976159,-0.358007521633785,-0.396981720137365,-0.166249411539057,2.01878978447231
"Q460N5",-0.954777892866289,-0.893380523255408,-0.804735721851393,0.440043141067901,1.08801217874957,1.12483881815562
"Q9H0P0",-0.54992704177903,-0.795789492111401,-0.710003344301491,-0.130634357722406,0.333882436631744,1.85247179928258
"Q9HB58-6",-0.887749653685032,-0.927416009304338,-0.803675411927048,0.344184026085106,1.12299427136798,1.15166277746334
"Q03169",-0.745228308762813,-0.786902552017038,-0.354938107918026,-0.278973582463954,0.284353117156981,1.88168943400485
"Q9P2E3",-1.28141237522719,-0.732283378135822,-0.620770966069197,0.838025773214486,0.652762173992142,1.14367877222559
"Q14699",-0.713547261237668,-0.207361545368814,-0.503850026271757,-0.686630969242799,0.191536029574851,1.91985377254619
"P29966",-0.595023539252564,-0.668409639373582,-0.464174646931419,-0.461800052529502,0.265938374470895,1.92346950361617
"Q8IVG5",-0.644424046583351,-0.839540333037728,-0.648484622861208,-0.185267366972582,0.550940102492616,1.76677626696225
"P18510-3",-0.703634378428606,-0.743073321396162,-0.551618924484955,-0.21609964293237,0.348953164853291,1.8654731023888
"O95477",-0.984997197799297,-0.833610705386179,-0.182481415793607,0.262325738020736,1.79704284307904,-0.0582792621206939
"Q8IY21",-0.770713827934127,-0.80912255206809,-0.885492694896984,0.133785810527624,0.825714329269609,1.50582893510197
